12/09/22  01:09  BDs are created.
12/09/22  01:14  1. Students' menu -> 4. Show data -> 2. Searching by surname and name
12/09/22  05:14  1. Students' menu -> 4. Show data -> 2. Searching by surname and name
12/09/22  05:19  1. Students' menu -> 4. Show data -> 4. Searching by course
12/09/22  05:21  1. Students' menu -> 4. Show data -> 1. Show all data
12/09/22  05:21  1. Students' menu -> 4. Show data -> 1. Show all data
12/09/22  05:21  1. Students' menu -> 4. Show data -> 3. Searching by dormitory
